년-월-일,출처 플랫폼,카테고리,성별,연령대,직업군,지역_시,지역_구,제목,접속 시간,사용 시간,검색사이트 URL,언론사 ID,언론사 이름,기사번호,플랫폼 기준 색션,매칭 키워드 
2025-01-23,기타,뉴스,남성,60대,블루칼라,서울,금천구,매일 '이 과일' 한 개 먹으면...女 뱃살 쏙 빠진다고? - 코메디닷컴,2025-01-23 12:52,9,https://kormedi.com/1790391/,2048,코메디닷컴,,,과일
2025-01-23,네이버,뉴스,여성,60대,전업주부,부산,영도구,"배달수수료 내리는데…배달 많은 업체 반발, 왜?",2025-01-23 05:51,9,https://n.news.naver.com/article/055/0001226004?cds=news_my,2521,SBS뉴스,1226004,경제,수수
2025-01-23,네이버,뉴스,여성,30대,화이트칼라,대전,서구,벼 재배면적 일방적 감축…농민들 ‘혼란’,2025-01-23 10:16,6,https://n.news.naver.com/article/662/0000060559?type=editn,478,농민신문,60559,사회,재배
2025-01-23,네이버,뉴스,남성,30대,학생,서울,서대문구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 09:06,27,https://n.news.naver.com/article/277/0005537273?ntype=RANKING,1332,아시아경제,5537273,사회,보리
2025-01-23,다음,뉴스,여성,40대,기타,서울,강동구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 05:14,6,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,40대,기타,서울,강동구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 05:14,134,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,50대,전업주부,대전,중구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 04:06,5,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,50대,화이트칼라,인천,서구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 06:04,51,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,60대,전업주부,부산,강서구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 06:24,13,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,남성,50대,기타,경기,부천시 소사구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 00:05,18,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,40대,화이트칼라,서울,노원구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 01:04,3,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,40대,전업주부,경기,의정부시,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 07:13,105,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,40대,전업주부,경기,의정부시,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 07:15,14,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,40대,전업주부,경기,남양주시,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 07:06,3,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,40대,전업주부,경기,의정부시,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 07:18,28,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,40대,화이트칼라,서울,송파구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 09:50,2,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,40대,화이트칼라,서울,송파구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 09:51,8,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,다음,뉴스,여성,40대,화이트칼라,서울,송파구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 09:49,105,https://v.daum.net/v/20250122192829822,1332,아시아경제,2.03E+16,,보리
2025-01-23,네이버,뉴스,여성,40대,화이트칼라,경기,수원시 영통구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 12:04,11,https://n.news.naver.com/article/277/0005537273?cds=news_edit,1332,아시아경제,5537273,사회,보리
2025-01-23,네이버,뉴스,여성,50대,화이트칼라,대구,달서구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 07:44,12,https://n.news.naver.com/article/277/0005537273?cds=news_edit,1332,아시아경제,5537273,사회,보리
2025-01-23,네이버,뉴스,남성,60대,화이트칼라,서울,강남구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 08:05,58,https://n.news.naver.com/article/277/0005537273?cds=news_edit,1332,아시아경제,5537273,사회,보리
2025-01-23,네이버,뉴스,여성,50대,,경기,평택시,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 06:25,69,https://n.news.naver.com/article/277/0005537273?cds=news_edit,1332,아시아경제,5537273,사회,보리
2025-01-23,네이버,뉴스,여성,40대,화이트칼라,부산,해운대구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 05:36,156,https://n.news.naver.com/article/277/0005537273?cds=news_edit,1332,아시아경제,5537273,사회,보리
2025-01-23,네이버,뉴스,남성,60대,기타,경기,광주시,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 03:50,199,https://n.news.naver.com/article/277/0005537273?cds=news_edit,1332,아시아경제,5537273,사회,보리
2025-01-23,네이버,뉴스,여성,30대,기타,경기,부천시 소사구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 05:28,9,https://n.news.naver.com/article/277/0005537273?cds=news_edit,1332,아시아경제,5537273,사회,보리
2025-01-23,네이버,뉴스,남성,30대,학생,경기,수원시 영통구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 06:57,8,https://n.news.naver.com/article/277/0005537273,1332,아시아경제,5537273,사회,보리
2025-01-23,네이버,뉴스,남성,30대,블루칼라,서울,강남구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 09:27,58,https://n.news.naver.com/article/277/0005537273,1332,아시아경제,5537273,사회,보리
2025-01-23,네이버,뉴스,남성,30대,학생,인천,부평구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰,2025-01-23 00:17,6,https://n.news.naver.com/article/277/0005537273,1332,아시아경제,5537273,사회,보리
2025-01-23,기타,뉴스,남성,40대,블루칼라,광주,남구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰 - 아시아경제,2025-01-23 06:48,114,https://cm.asiae.co.kr/kakaoview/article/2025012219201434573?kakao_from=mainnews&aceRef=https%3A%2F%2Fm.daum.net%2F&utm_source=news.v.daum.net&utm_medium=kakaoview&utm_campaign=2025012219201434573,1332,아시아경제,,,보리
2025-01-23,기타,뉴스,여성,50대,전업주부,서울,도봉구,보리차만 먹다 뇌손상으로 숨진 아기…수목장 치러준 검찰 - 아시아경제,2025-01-23 01:41,52,https://cm.asiae.co.kr/kakaoview/article/2025012219201434573?kakao_from=mainnews&aceRef=https%3A%2F%2Fm.daum.net%2F&utm_source=news.v.daum.net&utm_medium=kakaoview&utm_campaign=2025012219201434573,1332,아시아경제,,,보리
2025-01-23,네이버,뉴스,여성,30대,,경남,창원시 성산구,보리차만 먹다 숨진 두 살배기…검찰이 수목장 치러줬다,2025-01-23 06:33,3,https://n.news.naver.com/article/025/0003416631?cds=news_edit,1893,중앙일보,3416631,사회,보리
2025-01-23,네이버,뉴스,여성,30대,,경남,창원시 성산구,보리차만 먹다 숨진 두 살배기…검찰이 수목장 치러줬다,2025-01-23 06:33,14,https://n.news.naver.com/article/025/0003416631?cds=news_edit,1893,중앙일보,3416631,사회,보리
2025-01-23,기타,뉴스,남성,20대,학생,경남,함안군,보리차만 먹다 숨진 아기…수목장 치러준 검찰,2025-01-23 19:10,49,https://m.wowtv.co.kr/NewsCenter/News/Read?articleId=A202501220476,2218,한국경제TV,,,보리
2025-01-23,기타,뉴스,남성,20대,학생,경남,함안군,보리차만 먹다 숨진 아기…수목장 치러준 검찰,2025-01-23 19:10,23,https://m.wowtv.co.kr/NewsCenter/News/Read?articleId=A202501220476#_enliple,2218,한국경제TV,,,보리
2025-01-23,기타,뉴스,여성,40대,전업주부,인천,남동구,신기루 야채 식단에 비둘기가 좋아하는 건가요…12살 연상 신애라에게 불만 표출애라원 | 텐아시아,2025-01-23 15:22,10,https://tenasia.hankyung.com/article/2025012103834#_enliple,2071,텐아시아,,,야채
2025-01-23,기타,뉴스,여성,40대,전업주부,경기,김포시,신기루 야채 식단에 비둘기가 좋아하는 건가요…12살 연상 신애라에게 불만 표출애라원 | 텐아시아,2025-01-23 13:27,21,https://tenasia.hankyung.com/article/2025012103834#_enliple,2071,텐아시아,,,야채
2025-01-23,기타,뉴스,여성,40대,전업주부,경기,김포시,신기루 야채 식단에 비둘기가 좋아하는 건가요…12살 연상 신애라에게 불만 표출애라원 | 텐아시아,2025-01-23 13:27,27,https://tenasia.hankyung.com/article/2025012103834,2071,텐아시아,,,야채
2025-01-23,기타,뉴스,여성,40대,전업주부,인천,남동구,신기루 야채 식단에 비둘기가 좋아하는 건가요…12살 연상 신애라에게 불만 표출애라원 | 텐아시아,2025-01-23 15:22,49,https://tenasia.hankyung.com/article/2025012103834,2071,텐아시아,,,야채
2025-01-23,기타,뉴스,여성,20대,,경북,칠곡군,오이하다·자몽하다·포도하다 뜻이 있었다…과일과 전혀 무관 : 국제신문,2025-01-23 03:56,4,http://www.kookje.co.kr/mobile/view.asp?gbn=v&key=20180928.99099011540,331,국제신문,,,"오이,포도,자몽"
2025-01-23,기타,뉴스,남성,50대,블루칼라,전남,목포시,우대수수료 인하에 카드사 ‘난감’…소비자 혜택도 줄어들 듯 < 뉴스분석 < 금융 < 경제 < 기사본문 - 뉴스워치,2025-01-23 17:56,12,http://www.newswatch.kr/news/articleView.html?idxno=70429,537,뉴스워치,,,수수
2025-01-23,네이버,뉴스,남성,40대,화이트칼라,광주,북구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 08:47,15,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,50대,화이트칼라,서울,강서구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 11:28,48,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,50대,화이트칼라,충남,천안시 서북구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 18:23,26,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,60대,전업주부,서울,용산구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 13:55,40,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,40대,블루칼라,인천,계양구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 13:17,24,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,남성,60대,블루칼라,충남,천안시 동남구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 15:14,27,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,40대,전업주부,경기,광주시,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 14:41,4,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,40대,전업주부,경북,울진군,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 15:52,57,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,남성,50대,,전북,남원시,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 15:38,23,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,50대,화이트칼라,서울,강서구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 11:33,4,https://n.news.naver.com/article/296/0000086063?cds=news_my,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,40대,블루칼라,부산,수영구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 10:29,48,https://n.news.naver.com/article/296/0000086063,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,30대,화이트칼라,경기,하남시,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 07:49,73,https://n.news.naver.com/article/296/0000086063,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,남성,40대,화이트칼라,인천,서구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 04:34,9,https://n.news.naver.com/article/296/0000086063,2048,코메디닷컴,86063,생활,바나나
2025-01-23,네이버,뉴스,여성,40대,화이트칼라,경기,수원시 영통구,"컵라면 먹을 때 달걀, 바나나 추가했더니...몸에 어떤 변화가?",2025-01-23 12:12,35,https://n.news.naver.com/article/296/0000086063,2048,코메디닷컴,86063,생활,바나나
2025-01-23,기타,뉴스,여성,40대,전업주부,서울,동작구,"크레아팜, 윤병락 작가와 추석 맞이 특별 장수사과 선물세트 선보여 < 사회일반 < 사회 < 기사본문 - 문화뉴스",2025-01-23 13:16,4,https://www.mhns.co.kr/news/articleView.html?idxno=617738,3783,문화뉴스,,,사과
2025-01-23,네이버,뉴스,여성,50대,기타,서울,강서구,홍삼선물 가담한 강인규 전 나주시장 아들 '1심 무죄→2심 유죄',2025-01-23 16:14,4,https://n.news.naver.com/article/001/0015178166?sid=102,1446,연합뉴스,15178166,"사회,정치",홍삼
2025-01-24,다음,뉴스,여성,50대,화이트칼라,인천,서구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 09:37,4,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,50대,전업주부,경기,시흥시,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 09:32,16,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,남성,60대,화이트칼라,서울,서초구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 10:27,4,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,남성,50대,화이트칼라,경기,화성시,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 09:28,5,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,60대,전업주부,서울,금천구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 08:09,4,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,남성,30대,화이트칼라,경기,의정부시,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 07:53,1,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,30대,학생,서울,동대문구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 11:45,5,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,40대,화이트칼라,서울,서초구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 11:50,2,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,40대,화이트칼라,전북,전주시 덕진구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 10:59,43,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,40대,화이트칼라,서울,양천구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 10:59,3,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,남성,50대,화이트칼라,서울,서초구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 12:53,2,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,30대,화이트칼라,경기,하남시,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 13:19,7,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,40대,블루칼라,인천,연수구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 14:53,6,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,40대,화이트칼라,인천,부평구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 16:55,41,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,50대,화이트칼라,서울,구로구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 18:27,50,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,남성,70대,화이트칼라,경기,안양시 동안구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 18:50,3,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,30대,화이트칼라,경기,광명시,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 21:36,25,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,여성,50대,화이트칼라,경기,부천시 원미구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 21:59,7,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,다음,뉴스,남성,40대,화이트칼라,서울,강동구,"""성심당 딸기시루 두고 내렸어요""…작년 기차역·열차 '유실물' 30만개",2025-01-24 23:38,6,https://v.daum.net/v/20250124063010804,491,뉴스1,2.03E+16,,딸기
2025-01-24,네이버,뉴스,여성,40대,전업주부,광주,서구,"""이 얼굴이 54세?"" 20대 탄력가진 女...하루 한 개 '이 과일'이 비결?",2025-01-24 22:59,8,https://n.news.naver.com/article/296/0000086072?type=journalists,2048,코메디닷컴,86072,생활,과일
2025-01-24,네이버,뉴스,여성,60대,화이트칼라,서울,중랑구,"""이제 오렌지도 못 사먹겠네""…악재 덮쳤다 '비명'",2025-01-24 12:24,4,https://n.news.naver.com/article/015/0005086461?cds=news_edit,2217,한국경제,5086461,경제,오렌지
2025-01-24,네이버,뉴스,여성,60대,전업주부,부산,해운대구,"""이제 오렌지도 못 사먹겠네""…악재 덮쳤다 '비명'",2025-01-24 08:45,44,https://n.news.naver.com/article/015/0005086461?cds=news_edit,2217,한국경제,5086461,경제,오렌지
2025-01-24,네이버,뉴스,여성,50대,기타,서울,강서구,"""이제 오렌지도 못 사먹겠네""…악재 덮쳤다 '비명'",2025-01-24 09:39,3,https://n.news.naver.com/article/015/0005086461?cds=news_edit,2217,한국경제,5086461,경제,오렌지
2025-01-24,네이버,뉴스,여성,60대,화이트칼라,서울,동작구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 11:32,16,https://n.news.naver.com/article/015/0005086461,2217,한국경제,5086461,경제,오렌지
2025-01-24,네이버,뉴스,여성,20대,학생,울산,울주군,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 13:13,8,https://n.news.naver.com/article/015/0005086461?ntype=RANKING&cds=news_my_20s,2217,한국경제,5086461,경제,오렌지
2025-01-24,네이버,뉴스,여성,50대,,서울,양천구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 13:09,28,https://n.news.naver.com/article/015/0005086461?type=editn&cds=news_edit,2217,한국경제,5086461,경제,오렌지
2025-01-24,다음,뉴스,여성,30대,학생,서울,동대문구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 11:43,4,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,다음,뉴스,여성,50대,화이트칼라,서울,마포구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 12:46,4,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,다음,뉴스,여성,50대,화이트칼라,경기,파주시,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 12:49,42,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,다음,뉴스,남성,30대,학생,서울,동대문구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 12:37,2,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,다음,뉴스,남성,60대,화이트칼라,서울,강남구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 13:10,82,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,다음,뉴스,여성,30대,화이트칼라,경기,하남시,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 13:17,11,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,다음,뉴스,여성,30대,학생,경기,화성시,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 09:54,2,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,다음,뉴스,남성,30대,화이트칼라,대전,유성구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 09:37,34,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,다음,뉴스,여성,50대,화이트칼라,인천,서구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 09:46,6,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,다음,뉴스,남성,30대,기타,서울,송파구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 10:21,14,https://v.daum.net/v/20250124083902366,2217,한국경제,2.03E+16,,오렌지
2025-01-24,네이버,뉴스,여성,50대,,전북,남원시,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 09:33,1,https://n.news.naver.com/article/015/0005086461?cds=news_my,2217,한국경제,5086461,경제,오렌지
2025-01-24,네이버,뉴스,남성,30대,학생,경기,오산시,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 15:05,90,https://n.news.naver.com/article/015/0005086461?cds=news_my,2217,한국경제,5086461,경제,오렌지
2025-01-24,네이버,뉴스,여성,40대,기타,서울,마포구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 13:59,4,https://n.news.naver.com/article/015/0005086461?cds=news_my,2217,한국경제,5086461,경제,오렌지
2025-01-24,네이버,뉴스,남성,40대,블루칼라,경기,성남시 수정구,"""이제 오렌지주스도 못 사먹겠네""…초유의 상황에 '비명'",2025-01-24 12:12,63,https://n.news.naver.com/article/015/0005086461?cds=news_my,2217,한국경제,5086461,경제,오렌지
2025-01-24,다음,뉴스,여성,50대,화이트칼라,인천,서구,"“물에 ‘이 채소’ 넣어 마시세요”… 英 유명 의사, 금방 살 빠졌다는데?",2025-01-24 10:04,3,https://v.daum.net/v/20250122191229548?x_trkm=t,2318,헬스조선,2.03E+16,,채소
2025-01-24,네이버,뉴스,여성,40대,화이트칼라,서울,구로구,"“벼 재배면적 감축, 농가 참여 유도 확실한 보상책 내놔야”",2025-01-24 09:31,43,https://n.news.naver.com/article/662/0000060639?cds=news_edit,478,농민신문,60639,사회,재배
2025-01-24,네이버,뉴스,여성,40대,화이트칼라,서울,구로구,"“사과는 묵직한 것, 배는 매끈한 것”…설 명절 실패 없는 과일 구매법",2025-01-24 00:59,1,https://n.news.naver.com/article/662/0000060594?cds=news_edit,478,농민신문,60594,경제,사과
2025-01-24,기타,뉴스,남성,60대,블루칼라,서울,금천구,“이 얼굴이 54세?” 20대 탄력가진 女...하루 한 개 ‘이 과일’이 비결? - 코메디닷컴,2025-01-24 13:03,13,https://kormedi.com/1790583/,2048,코메디닷컴,,,과일
2025-01-24,네이버,뉴스,여성,60대,,경기,시흥시,"감자 사러 갔다 발견한 바위, 80개 루트 암장으로 변신 [Man&Wall 고령 우곡 수리암장]",2025-01-24 06:50,11,https://n.news.naver.com/article/094/0000012392?cds=news_edit,1566,월간 산,12392,생활,감자
2025-01-24,네이버,뉴스,여성,30대,학생,부산,연제구,고립 주민들 함께 채소·벌 키웠더니 “살맛 납니다”,2025-01-24 06:23,9,https://n.news.naver.com/article/newspaper/082/0001309148?date=20250124,964,부산일보,1309148,사회,채소
2025-01-24,네이버,뉴스,남성,50대,화이트칼라,부산,부산진구,고립 주민들 함께 채소·벌 키웠더니 “살맛 납니다”,2025-01-24 07:36,93,https://n.news.naver.com/article/082/0001309148?type=editd&cds=news_edit,964,부산일보,1309148,사회,채소
2025-01-24,네이버,뉴스,여성,30대,학생,부산,연제구,교통카드 우선협상 ‘마이비’… 꼼수 수수료율로 선정 의혹,2025-01-24 06:22,15,https://n.news.naver.com/article/newspaper/082/0001309153?date=20250124,964,부산일보,1309153,사회,수수
2025-01-24,다음,뉴스,여성,50대,화이트칼라,경기,부천시 원미구,국민연금 月300만원 넘는 수급자 처음 나왔다…비결은 두 가지,2025-01-24 22:02,13,https://v.daum.net/v/20250124090852222?x_trkm=t,491,뉴스1,2.03E+16,,가지
2025-01-24,기타,뉴스,여성,50대,화이트칼라,충북,제천시,내년부터 고졸 검정고시 응시 수수료 안낸다! - 머니투데이,2025-01-24 21:48,27,https://m.mt.co.kr/renew/view.html?no=2018061410144562677,819,머니투데이,,,수수
